id,document_id,document_filename,document_title,document_author,document_category,keyword,question,answer,proof,page_number
101,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is the definition of Artificial Intelligence (AI)?,"AI refers to machines that are able to perceive, recognize, learn, react, and solve problems, built upon technologies like big data, cloud computing, artificial neural networks, and machine learning.","[1, 2]",1-6
102,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,How has AI been viewed in the context of the fourth industrial revolution and education?,"AI is currently viewed by many as a driver integral to the fourth industrial revolution and may trigger the fourth revolution in education, with learning about AI beginning to be part of school curricula.","[5, 6]",1-6
103,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the potential opportunities for AI applications in education?,"AI offers many opportunities for development in education, especially when coupled with current reforms like digitalization of resources, gamification, and personalized learning, with AI techniques being used to develop adaptive tutorials and intelligent tutoring systems (ITSs).","Coupled with current education reforms such as the digitalization of educational resources, gamification, and personalized learning experiences, there are many opportunities for the development of AI applications in education.",1-6
104,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,In what ways do Intelligent Tutoring Systems (ITSs) provide personalized learning experiences?,"ITSs provide personalized learning experiences by monitoring student input, delivering appropriate tasks, providing effective feedback, and applying interfaces for human-computer communication.",[7],1-6
105,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are some concerns and discussions surrounding the role of AI in education?,"Concerns exist among teachers about AI challenging their jobs, and researchers and practitioners are discussing what is being learned and how AI is being used, with some wondering if AI advancements will challenge or replace teachers.","There exist many concerns and worries among teachers on if AI challenges their jobs. At the same time, such questions as what is being learned and how AI is being used are being discussed currently by researchers as well as by educational practitioners.",1-6
106,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,How may teachers' professional roles need to adapt due to AI advancements?,"There is an emerging recognition that teachers' professional roles need to be adjusted as AI advances, which will trigger new organizational forms.",[12],1-6
107,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the potential negative impacts of AI use on students' learning attitudes?,"Students may fail to use suitable AI techniques appropriately for a specific learning context, which could result in negative attitudes towards learning.",[14],1-6
108,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What were the main categories investigated in the thematic analysis of AI in education?,The main categories investigated were research questions and technology adoption.,Two main categories were investigated: research questions and technology adoption.,1-6
109,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Systematic Literature Review,What was the objective of this systematic literature review?,The objective was to analyze and interpret findings based on predefined research questions and criteria to point out future directions.,[15],1-6
110,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Systematic Literature Review,What database and journals were selected for the search of articles?,The Web of Science database and the Social Science Citation Index (SSCI) journals were selected.,The Web of Science database and the Social Science Citation Index (SSCI) journals were selected for the search for desired articles published from 2010 to 2020.,1-6
111,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Systematic Literature Review,What criteria were used to select articles for the potential pool?,"An article was selected if it involved a specific AI technique as an intervention in assisting learning or teaching, or if it provided empirical evidence or in-depth analysis.","In the first step, an article was selected to the potential pool when it qualified for either of two criteria: (a) the research involved a specific AI technique as an intervention in assisting learning or teaching and (b) it provided empirical evidence or in-depth analysis.",1-6
112,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Systematic Literature Review,What types of studies were excluded from the review?,Studies that focused on the development processes of AI without educational implications or only adopted AI as a learning subject without the employment of AI were excluded.,It should be noted that studies that focused on the development processes of AI without educational implications or only adopted AI as a learning subject without the employment of AI were excluded from this review.,1-6
113,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Systematic Literature Review,What were the two main categories investigated in the second step of performing the review?,The two main categories investigated were research questions and technology adoption.,"Firstly, with regard to research questions, previous research has found three basic models of AI in knowledge processing: knowledge representation, knowledge obtaining, and knowledge derivation [3]. Building on that foundation, the",1-6
114,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,How were the research questions of the sample papers classified?,"The research questions were classified into three dimensions: development (focusing on knowledge presentation models), extraction (how to obtain knowledge from data mining), and application (emphasizing human-computer interaction through information derivation).","The primary dimensions for classifying research questions were development, extraction, and application, each with a specific focus related to AI's role in knowledge and interaction.",7-12
115,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What types of technology were focused on in the studies reviewed?,"The focus was on the types of technology adopted, categorized into software (e.g., algorithms and programs) and hardware (e.g., sensors and devices such as virtual reality).","Technology adoption was categorized into software, such as algorithms and programs, and hardware, like sensors and virtual reality devices.",7-12
116,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What was the number of studies in each of the three dimensions of research questions?,"There were 23 studies in the development dimension, 35 in the extraction dimension, and 14 in the application dimension.","The distribution of studies across the three dimensions was 23 for development, 35 for extraction, and 14 for application.",7-12
117,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the sub-classifications within the development dimension of AI research in education?,"The development dimension was subclassiﬁed as focusing on the development of algorithms including classiﬁcation, matching, recommendation, and deep learning for teaching and learning purposes.","Within the development dimension, AI research focused on algorithms for classification, matching, recommendation, and deep learning.",7-12
118,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the main components of developing an educational system?,"The development of an educational system is generally constituted of three components: the presentations, logical modelling, and data dimension.","Educational system development typically involves presentations, logical modeling, and data dimensions.",7-12
119,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What was the primary focus of studies in the development dimension regarding educational systems?,"All 23 studies centered on logical modelling, while no study was found on the presentation methods or data mining.","Studies in the development dimension predominantly focused on logical modeling, with no research found on presentation methods or data mining.",7-12
120,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What AI techniques were suggested for modeling individual student properties and forming groups?,"Bayesian networks, association rules, clustering, fuzzy C-means, and fuzzy and genetic algorithms were well-accepted algorithms for modeling individual properties and investigating group formation.","Algorithms such as Bayesian networks, association rules, clustering, and fuzzy logic were used to model student properties and aid in forming educational groups.",7-12
121,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What AI technique is used to diagnose problems and make recommendations by simplifying data discovery?,Natural language processing (NLP) provided a means to diagnose problems and make a recommendation by simplifying and accelerating the discovery of what lies within the data.,Natural language processing (NLP) simplifies and accelerates data discovery to diagnose problems and offer recommendations.,7-12
122,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the four types of aims for developing an AI-integrated system in education?,"The aims of developing an AI-integrated system in education could be grouped into four types: classification, matching, recommendation, and deep learning.","AI-integrated systems in education are developed with aims of classification, matching, recommendation, and deep learning.",7-12
123,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What does classification refer to in the context of AI in education development?,"Classification refers to the reconstruction of knowledge bases, in which the materials could be categorized according to varied characteristics, contributing to the accuracy of text analysis.",Classification in AI development for education involves reconstructing knowledge bases to categorize materials for accurate text analysis.,7-12
124,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What does matching refer to as a conversion mechanism in AI development for education?,"Matching refers to a conversion mechanism, in which varied sets of classification are connected to specific learning purposes.",Matching in AI development for education connects different classifications to specific learning objectives.,7-12
125,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is recommendation regarded as in the context of AI development for education?,"Recommendation is regarded as an intelligent authoring tool that, with the support of natural language processing, could automatically create new themes, theories, and pedagogical contents as a response to learners’ feedback.",Recommendation in AI development for education functions as an intelligent authoring tool that uses NLP to generate new educational content based on learner feedback.,7-12
126,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is deep learning or machine learning in the context of AI development for education?,"Deep learning, or machine learning, is a comprehensive approach of big data processing and learning behaviour analysis, where the system could self-adjust to meet users’ dynamic requirements by upgrading its algorithms.","Deep learning and machine learning are comprehensive approaches for processing big data and analyzing learning behaviors, allowing systems to self-adjust by upgrading algorithms.",7-12
127,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the main challenges that have been reported regarding AI's impact on teaching?,"Some studies have reported the lack of significant impact on improving teaching, largely attributed to weak pedagogical design and lack of appropriate assessment criteria.",A lack of significant impact on teaching improvement has been attributed to weak pedagogical design and insufficient assessment criteria.,7-12
128,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the three types of pedagogical applications of AI identified in the extraction dimension?,"The three types of pedagogical applications of AI identified in the review were feedback, reasoning, and adaptive learning.","The extraction dimension of AI in education encompasses feedback, reasoning, and adaptive learning as pedagogical applications.",7-12
129,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is feedback in the context of AI-supported personalized learning?,"Feedback is an important approach to meet learners’ proximal learning patterns, providing immediate feedback according to students’ input to help them gradually get access to abstract concepts and perform practical exercises.","Feedback in AI-supported learning provides immediate responses to student input, guiding them towards abstract concepts and practical exercises.",7-12
130,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,"According to Ohlsson's theory, how can students learn from feedback?",Students can learn from the feedback generated as the result of an error.,Students can learn from feedback when it is generated as a result of an error.,7-12
131,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the two perspectives that suggest a positive trend towards AI-generated feedback systems?,"The positive trend towards AI-generated feedback systems is attributed to students learning from errors (Ohlsson's theory) and immediate feedback promoting active training in interactive learning environments, benefiting comprehension diagnosis.","AI feedback systems show a positive trend because students learn from errors, and immediate feedback enhances active learning and comprehension diagnosis.",7-12
132,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is AI-supported reasoning in the context of fostering learners' abilities?,AI-supported reasoning can foster learners' abilities to reason in specific ways because human-computer interaction can engender a sense of responsibility towards improving knowledge repository construction.,AI-supported reasoning fosters learners' abilities by promoting responsibility for knowledge construction through human-computer interaction.,7-12
133,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What did some researchers find regarding novices' understanding of invisible causal behaviors in systems compared to experts?,"Novices, such as students and preservice teachers, showed minimal understanding of the invisible causal behaviors in the system compared to experts and experienced teachers.","Novices, including students and preservice teachers, demonstrated less understanding of a system's invisible causal behaviors than experts.",7-12
134,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What AI techniques can be applied to foster learners' reasoning?,AI techniques such as the visualization technique could be applied to foster learners’ reasoning.,Visualization techniques can be employed to enhance learners' reasoning abilities.,7-12
135,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is the purpose of graph structures in AI-developed systems for reasoning?,"For the graph structure, intelligent systems could be developed to make thinking visible, mimicking thoughts tracking the reasoning visually in real-time.","Intelligent systems utilize graph structures to visualize and track reasoning processes in real-time, making thinking visible.",7-12
136,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,"According to sociocultural theories of learning, what is essential for designing AI to support students' reasoning?","Drawing from the sociocultural theories of learning, students’ engagement is an essential aspect to be considered for the design of a learning system that aims to support reasoning.","Student engagement is a crucial factor in designing AI systems to support reasoning, based on sociocultural learning theories.",7-12
137,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the beneficial effects of hierarchical reasoning generated by intelligent systems on students' learning?,Hierarchical reasoning generated by intelligent systems can help learners optimize the elucidation of relationships between subcomponents of a topic and can be used as a form of evaluation to assess concept comprehension.,Hierarchical reasoning from intelligent systems aids learners in understanding topic subcomponent relationships and serves as an evaluation tool for concept comprehension.,7-12
138,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is a potential limitation of using AI techniques like visualization and hierarchical reasoning modeling to support reasoning?,"While visualization and hierarchical reasoning modeling can be useful, they may be inadequate to support reasoning, as the reasoning model should be largely domain-specific, and there's a challenge in coding learners’ behaviors for automatic adjustment in large, diverse datasets.","AI techniques like visualization and hierarchical modeling may be insufficient for reasoning support because models need to be domain-specific, and current systems struggle to automatically adjust for large, diverse learner data.",7-12
139,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is an adaptive educational system?,"The adaptive educational system is a formative and corrective automated system that can adjust itself to suit individual learners’ characteristics, needs, and preferences.","An adaptive educational system is an automated system that adjusts to individual learner characteristics, needs, and preferences.",7-12
140,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What technologies have shown promising findings in adaptive learning?,Technologies such as intelligent speech recognition and automated writing evaluation have been tested with promising findings in adaptive learning.,Intelligent speech recognition and automated writing evaluation have demonstrated promising results in adaptive learning.,7-12
141,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What are the two essential aspects needed to optimize affection computing techniques?,"Two essential aspects are needed to optimize the affection computing technique: first, teachers have to make timely appropriate instructional adjustments according to learners’ affective status; second, comprehensive operation of multimode affection sources is necessary for accurate analysis.",Optimizing affection computing requires timely instructional adjustments by teachers based on learner emotions and the use of multiple data sources for accurate analysis.,7-12
142,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is role-play in the context of a learning method?,Role-play is a learning method that inspires students to ponder on problems with affections assuming varied roles.,Role-play is a learning method that encourages students to consider problems from different perspectives by assuming various roles.,7-12
143,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in education,What is immersive learning?,"Immersive learning is an approach that enables students to customize scenes of characters engaging in full-view learning settings, potentially enhancing learning performance and generating positive perceptions like excitement and creativity.","Immersive learning allows students to customize learning environments for enhanced performance and engagement, fostering creativity and excitement.",7-12
